% Model,A0_C1_A0_C1_B0_C1_B0_C1_st235_new.mph
% Version,COMSOL 6.4.0.343
% Date,"Aug 7 2026, 11:17"
% Table,Table 4 - Global Evaluation 4
% eta_P,lamda (nm),theta (deg),freq (THz),"Reflectance, order 0 (1)"
0,619.9999999999999,59.99999999999999,483.5362225806452,0.05713964871480533
0,619.9999999999999,70,483.5362225806452,0.16413747592557013
0,619.9999999999999,80,483.5362225806452,0.4304615017459936
0,629.9999999999999,0,475.8610444444444,0.1352628312131664
0,629.9999999999999,10,475.8610444444444,0.14923409777184604
0,629.9999999999999,20,475.8610444444444,0.0966542311471001
0,629.9999999999999,29.999999999999996,475.8610444444444,0.028148701928364817
0,629.9999999999999,40,475.8610444444444,0.04451444499522309
0,629.9999999999999,50,475.8610444444444,0.07617588421674482
0,629.9999999999999,59.99999999999999,475.8610444444444,0.13705506313145432
0,629.9999999999999,70,475.8610444444444,0.17411511464683724
0,629.9999999999999,80,475.8610444444444,0.39728343543979466
0,639.9999999999999,0,468.425715625,0.17878737949130544
0,639.9999999999999,10,468.425715625,0.14523541749792906
0,639.9999999999999,20,468.425715625,0.0792763628185692
0,639.9999999999999,29.999999999999996,468.425715625,0.03080399194724741
0,639.9999999999999,40,468.425715625,0.03147231255597442
0,639.9999999999999,50,468.425715625,0.13077489472620393
0,639.9999999999999,59.99999999999999,468.425715625,0.24287355940574484
0,639.9999999999999,70,468.425715625,0.277908835903249
0,639.9999999999999,80,468.425715625,0.4212814910888544
0,650,0,461.2191661538462,0.14624976260953387
0,650,10,461.2191661538462,0.0957942289442566
0,650,20,461.2191661538462,0.07173429357789929
0,650,29.999999999999996,461.2191661538462,0.029526141742415052
0,650,40,461.2191661538462,0.08529038976835106
0,650,50,461.2191661538462,0.17554004631863426
0,650,59.99999999999999,461.2191661538462,0.26722060884422577
0,650,70,461.2191661538462,0.30112766176452355
0,650,80,461.2191661538462,0.4801944798833847
0,660,0,454.23099696969695,0.03883857895763648
0,660,10,454.23099696969695,0.040056645839420535
0,660,20,454.23099696969695,0.038717513195805735
0,660,29.999999999999996,454.23099696969695,0.028162418677556797
0,660,40,454.23099696969695,0.12575863686854064
0,660,50,454.23099696969695,0.2423188187260345
0,660,59.99999999999999,454.23099696969695,0.25118325860831714
0,660,70,454.23099696969695,0.25432510948985443
0,660,80,454.23099696969695,0.4148027505350566
0,670,0,447.45142985074625,0.042979876781160456
0,670,10,447.45142985074625,0.033435020461365386
0,670,20,447.45142985074625,0.015541844540274696
0,670,29.999999999999996,447.45142985074625,0.03362284305027663
0,670,40,447.45142985074625,0.1699785085595982
0,670,50,447.45142985074625,0.25236553499993036
0,670,59.99999999999999,447.45142985074625,0.19911652356085371
0,670,70,447.45142985074625,0.17724666273824696
0,670,80,447.45142985074625,0.28333584067598444
0,680,0,440.8712617647059,0.046361779666340204
0,680,10,440.8712617647059,0.019169727333368965
0,680,20,440.8712617647059,0.005033543572611138
0,680,29.999999999999996,440.8712617647059,0.08745935186506487
0,680,40,440.8712617647059,0.23125290360322007
0,680,50,440.8712617647059,0.20445090242594918
0,680,59.99999999999999,440.8712617647059,0.10187182248917769
0,680,70,440.8712617647059,0.04929666647378754
0,680,80,440.8712617647059,0.07115986901567782
0,690,0,434.48182318840577,0.04834075914066298
0,690,10,434.48182318840577,0.015326901690714264
0,690,20,434.48182318840577,0.007204107301344534
0,690,29.999999999999996,434.48182318840577,0.10784998204275555
0,690,40,434.48182318840577,0.20386026179609731
0,690,50,434.48182318840577,0.13261223016583296
0,690,59.99999999999999,434.48182318840577,0.026933913888524105
0,690,70,434.48182318840577,0.026193234334518953
0,690,80,434.48182318840577,0.1855385640668324
0,700,0,428.27493999999984,0.061208524556099715
0,700,10,428.27493999999984,0.04333458327478548
0,700,20,428.27493999999984,0.026011191101133282
0,700,29.999999999999996,428.27493999999984,0.11925262851858046
0,700,40,428.27493999999984,0.1408712243501376
0,700,50,428.27493999999984,0.06996944175562651
0,700,59.99999999999999,428.27493999999984,0.028362300736089273
0,700,70,428.27493999999984,0.15356944923747964
0,700,80,428.27493999999984,0.43479230349900744
0,710,0,422.24289859154925,0.0826427409551128
0,710,10,422.24289859154925,0.05961934684281226
0,710,20,422.24289859154925,0.051116361587468205
0,710,29.999999999999996,422.24289859154925,0.054048585592957984
0,710,40,422.24289859154925,0.1868581370953742
0,710,50,422.24289859154925,0.03673415353905571
0,710,59.99999999999999,422.24289859154925,0.07571001125333518
0,710,70,422.24289859154925,0.25815021816667555
0,710,80,422.24289859154925,0.5458181566583441
0,720,0,416.3784138888889,0.010523313994485544
0,720,10,416.3784138888889,0.035356868791479146
0,720,20,416.3784138888889,0.04660045222720764
0,720,29.999999999999996,416.3784138888889,0.0320906915317543
0,720,40,416.3784138888889,0.11530487917623598
